Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet,Price
meal_id75,detox haldi tea,tea,"haldi, ginger, black pepper, honey, water",veg,manganese, heart_disease, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,230
meal_id76,holi special ice tea thandai,tea,"ground white pepper (kali mirch), assam tea bags, almonds (badam) - coarsley crushed, poppy seeds (khus-khus), fennel seeds (saunf) (crushed coarsely), cardamom (elaichi) powder, ground sugar, saffron (kesar) strands",veg,calcium, kidney_disease heart_disease, low_fat_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet,620
meal_id77,Lemon Garlic Roasted Vegetables,Side Dish,"Assorted vegetables (e.g., carrots, broccoli, cauliflower, bell peppers) - 500g, Olive oil - 2 tablespoons, Garlic (minced) - 2 cloves, Lemon juice - 2 tablespoons, Salt - to taste, Black pepper - to taste, Fresh parsley (chopped) - for garnish",veg,vitamin_c, scurvy goitre, vegan_diet,410
meal_id78,spanish artichoke and spinach dip,dip,"spinach, onion, cream, garlic, nutmeg, salt, lime juice, artichoke hearts (cubed), polenta, refined flour, salt, water, flour, salt, pepper (freshly ground)",veg,vitamin_c, anemia scurvy kidney_disease, dash_diet high_fiber_diet type_a_diet ketogenic_diet,425
meal_id79,beetroot and green apple soup,soup,"beetroots, green apple, onion, olive oil, salt, black peppercorns (crushed), vegetable stock, mixed dried herbs, fresh cream, lemon juice, parsley sprigs, red chilli flakes, soup sticks as required",veg,sodium, anemia pregnancy hypertension scurvy heart_disease goitre kidney_disease obesity diabeties, alkaline_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,340
meal_id80,baba budan no. 7,cardamom,"rum, espresso, sugar syrup/gur (jaggery) syrup, green cardamom pod,",veg,iron, eye_disease rickets heart_disease scurvy, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,405
meal_id81,fruit infused tea,tea,"chamomile tea bags, orange, berries, blueberries, ginger, mint leaves, boiling water",veg,manganese, pregnancy hypertension scurvy heart_disease eye_disease obesity diabeties, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet,680
meal_id82,soya milk,milk,"Soybeans, hot water",veg,vitamin_d, cancer hypertension rickets, low_fat_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet,535
meal_id83,spiced coffee,coffee,"Freshly ground coffee, cardamom powder, ginger, milk, sugar, cream, chocolate",veg,manganese, pregnancy anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,600
meal_id84,filter coffee,coffee,"Coffee powder, water, milk, sugar",veg,manganese, pregnancy kidney_disease anemia, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,650
meal_id75,detox haldi tea,tea,"Turmeric, ginger, black pepper, honey, water",veg,manganese, heart_disease, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet,300
meal_id34,mixed berry & banana smoothie,smoothie,"Frozen mixed berries, ripe banana, fresh orange juice, low-fat yogurt",veg,selenium, diabeties hypertension, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,330
meal_id35,banana walnut smoothie,smoothie,"Low-fat yogurt, banana, walnuts, seeds (flaxseeds and chia seeds), honey",veg,selenium, hypertension, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet,360
meal_id46,steam bunny chicken bao,chicken,"buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,340
meal_id47,chicken avocado salad,salad,"Chicken breast, avocado, lettuce, cherry tomatoes, olive oil, lemon juice, salt, black pepper",non-veg,potassium, anemia pregnancy cancer goitre kidney_disease obesity, type_o_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,505
meal_id85,grilled salmon with asparagus,main,"Salmon fillet, asparagus, olive oil, lemon juice, garlic, salt, black pepper",non-veg,vitamin_a, hypertension cancer heart_disease kidney_disease obesity diabeties, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet dash_diet type_a_diet,565
meal_id86,roast turkey with cranberry sauce,chicken,"whole turkey, butter, onion, celery, crumbled sage and thyme , salt and pepper, garlic minced, balsamic vinegar, sugar, cranberry",non-veg,chloride, goitre, high_protien_diet,630
meal_id52,chicken parmigiana with tomato sauce,chicken,"for chicken parmigiana:, chicken breast, egg whole frozen, flour, planko bread crumbs, fresh italian parsley, vegetable oil, solid butter unsalted, tomato sauce, mozzarella cheese, italian parmesan cheese, thyme, for pepperonata:, red pepper, green pepper, yellow pepper, red onion, fresh tomato, butternut squash, garlic, pure olive oil, vegetable oil, black pepper corn (crushed), salt, parsley, for garnishing:, parsley sprig, spinach",non-veg,vitamin_c, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,315
meal_id87,roasted spring chicken with root veggies,chicken,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley",non-veg,iron, anemia pregnancy hypertension rickets goitre kidney_disease obesity, alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,645
meal_id88,peri peri chicken satay,chicken,"boneless skinless chicken thigh (trimmed), salt and pepper, yogurt, chilli powder, ginger garlic paste, coriander leaves, oil to fry, peri peri sauce, potato fries",non-veg,chloride, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,500
meal_id89,chicken popcorn,chicken,"chicken (boneless), corn flour or all purpose flour, egg, bread crumbs, salt, ginger garlic paste, black pepper, onion powder (optional), red chilli powder or paprika or cayenne pepper, oil for deep frying",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet,600
meal_id56,garlic shrimp with broccoli,main,"Shrimp, broccoli, garlic, olive oil, lemon juice, salt, black pepper",non-veg,magnesium, hypertension heart_disease, high_protien_diet high_fiber_diet ketogenic_diet,580
meal_id90,half roast chicken,chicken,"Olive oil, whole chicken (skin on- rinsed and dressed), onions (quartered- skin on), garlic (halved - skin on), carrots (roughly quartered), celery , thyme, dunkleweizen (pour into a glass and keep open at room temperature for an hour or two to make flat), chicken stock, butter, sea salt",non-veg,vitamin_a, anemia pregnancy scurvy heart_disease rickets goitre kidney_disease obesity diabeties, low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,555
meal_id91,riceless chicken biryani,chicken,"malabar peppercorn, cinnamon stick, green cardamom pods, star anise, cloves, fennel seeds, vermicelli, desi ghee, shahi jeera, bay leaves, green chilli, mint leaves, onion, saffron, garlic paste, salt, chicken (dark meat), ginger paste, turmeric powder, coriander powder, red chilli powder, roma tomatoes (de-seedeed), water",non-veg,vitamin_c, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,360
meal_id92,chicken farcha,chicken,"boneless chicken thigh (without skin), lemon juice, garlic paste, ginger paste, red chilli powder, coriander powder, garam masala, black pepper (crushed), salt, bread crumbs / semolina, eggs, red chilli powder, oil",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,350
meal_id93,buldak (hot and spicy chicken),chicken,"chicken drum sticks/ chicken breast, soy sauce, sugar, traditional corn syrup (substitution honey), cheong ju (clear rice wine similar to japanese  sake), green onion, black pepper, olive oil, sesame seeds (optional), for marinating sauce:, gochugaru (red chili pepper flakes), alapenos, korean pear (substitution asian pear), onion, garlic, soy sauce, spicy yellow mustard, sesame oil, sugar, mul yut (substitution honey)",non-veg,magnesium, obesity, high_protien_diet high_fiber_diet,545
meal_id94,chicken sukka,chicken,"chicken (small pieces), onion (thin slices), cardamom, salt, oil, coriander, cumin, mustard, pepper, cloves, cinnamon, bedki chillies, kashmiri chilies, turmeric, onion, garlic, ginger, salt",non-veg,chloride, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,570
meal_id95,steamed chicken roulade,chicken,"lamb mince, garlic , salt, paprika powder, pomodaro tomatoes, olive oil, celery, shallots, carrot, black pepper, bay leaf, yellow chilli powder, cilantro, chicken thigh, salt, white pepper powder, garlic paste, white wine vinegar, olive oil, yellow chilli powder, refined oil, fenugreek seeds, white pepper powder, garlic, fenugreek leaves, onion, broken cashew, salt, fresh cream, kasoori methi",non-veg,iron, anemia scurvy rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,235
meal_id96,methi chicken masala,chicken,"boneless chicken, lemon juice, red chilli powder, salt, ginger garlic paste, curd, red chilli powder, salt, coriander powder, oil, onion, oil, bay leaf, green cardamom, black cardamom, cinnamon, ginger garlic paste, tomato, kasoori methi, green chilli, water",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,360
meal_id97,restaurant style fried chicken,chicken,"egg, salt, white pepper, maida, salt, red chilli powder, garlic powder, ginger powder, onion powder, oregano, chillil flakes, white pepper, basil, chicken drumsticks, salt, white pepper, bread crumbs (as required)",non-veg,iron, anemia cancer rickets goitre kidney_disease pregnancy, alkaline_diet low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,395
meal_id98,Palak Chicken,Chicken,"Chicken, spinach, onions, tomatoes, garlic, ginger, green chilies, turmeric powder, cumin seeds, garam masala, salt, oil, lemon juice",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,375
meal_id99,Chicken Soup,Chicken,"Chicken, carrots, onions, garlic, ginger, celery, turmeric powder, black pepper, salt, water",non-veg,iron, anemia pregnancy rickets goitre kidney_disease obesity, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,425
meal_id100,Murgh Methi,Chicken,"Chicken, fenugreek leaves, onions, tomatoes, garlic, ginger, green chilies, turmeric powder, cumin seeds, garam masala, salt, oil",non-veg,iron, anemia pregnancy rickets goitre kidney_disease obesity, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,670
meal_id101,Chicken Tikka,Chicken,"Boneless chicken pieces (200 grams), yogurt (100 grams), ginger-garlic paste (10 grams), lemon juice (10 milliliters), garam masala (5 grams), turmeric powder (5 grams), red chili powder (5 grams), salt (to taste), oil (for grilling)",non-veg,chloride, anemia rickets goitre kidney_disease pregnancy diabeties, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,400
meal_id102,dahi chicken,Chicken,"dahi, cumin powder, garlic paste, garam masala, turmeric powder, red chilli powder, salt, boneless chicken, oil, green chilli, onion, tomato",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,375
meal_id103,Chicken Liver Masala,Chicken,"Chicken Liver (200g), Onions (50g), Tomatoes (50g), Spices (10g), Oil (20ml)",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,660
meal_id104,Grilled Salmon,Fish,"Salmon Fillet (200g), Lemon Juice (20ml), Garlic (10g), Olive Oil (10ml), Spices (5g)",non-veg,chloride, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,390
meal_id105,oat crusted chicken tenders,Chicken,"chicken breast (cut into strips), salt, garlic paste, ginger paste, green chilli paste, oats, refined flour, salt, freshly ground black pepper, fried mixed herbs (italian herb), garlic powder",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,260
meal_id106,chicken nimbu dhaniya shorba,chicken,"water, chicken (diced)), ginger garlic paste, coriander, lemon, turmeric powder, green chilli paste, cornflour, salt",non-veg,chloride, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,345
meal_id58,Grilled Chicken,Chicken,"Chicken Breast (200g), Lemon Juice (20ml), Garlic (10g), Ginger (10g), Olive Oil (10ml), Spices (5g)",non-veg,chloride, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,240
meal_id107,garlic soya chicken,Chicken,"chicken thigh/breast (cut crosswise into 1/2-inch-thin strips), sesame oil (toasted), white pepper (finely ground), ginger juice, peanut oil or vegetable oil (divided), garlic cloves (minced), ginger, red chilli flakes, red onion , snow peas (trimmed), red bell pepper (cut into thin strips), rice vinegar, soy sauce, dark soy sauce, chinese rice wine, brown sugar, cornflour",non-veg,iron, anemia hypertension cancer heart_disease rickets goitre kidney_disease pregnancy diabeties, alkaline_diet low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet,260
meal_id108,Grilled Chicken Breast,Chicken,"Chicken Breast (200g), Lemon Juice (20ml), Garlic (10g), Olive Oil (10ml), Spices (5g)",non-veg,chloride, anemia cancer rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet ketogenic_diet vegan_diet hormone_diet high_protien_diet dash_diet type_a_diet,380
meal_id109,Spinach and Chicken Liver Stir-Fry,Chicken,"Chicken Liver (150g), Spinach (200g), Onions (50g), Tomatoes (50g), Garlic (10g), Olive Oil (20ml), Spices (10g)",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet type_a_diet,420
meal_id110,chicken and mushroom lasagna,Chicken,"chicken, salt, crush black pepper, garlic cloves (minced), olive oil, fresh thyme, button mushroom, onion, low fat milk, basil, basil-tomato sauce",non-veg,iron, anemia rickets goitre kidney_disease pregnancy, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,670
meal_id111,plum and cherry roasted chicken,Chicken,"carrot (finely diced), onion (finely diced), celery (finely diced), fresh thyme sprigs, whole free range chicken , pepper (freshly ground), parsley stems, celery leaves, lemon slices (1/8 inch thick), onion, carrot, fresh lemon juice, chicken stock/broth, plums (cut), fresh cherries",non-veg,iron, anemia hypertension scurvy rickets goitre kidney_disease pregnancy, alkaline_diet low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,335
